name,price_usd,subscription,purchases,est_gross_usd,users,likes,trial_days,freemium,third_party,publisher,created,updated,editor_types,tagline,id
Autoflow,39.0,False,6721,262119.0,1071985,13553,0,True,False,dz,2024-11-22,2025-01-29,design,Automagically draw flow arrows! Create user flows and diagrams in a hand-drawn or minimalist style.,50c91081-67bb-456b-bb17-c864a3e80e4b
"html.to.design — by ‹div›RIOTS — Import websites to Figma designs (web,html,css)",18.0,True,10861,195498.0,2632643,39077,0,True,False,divriots,2024-11-26,2026-09-02,"design,slides,whiteboard",Convert any website into fully editable Figma designs,91f6c84e-bd4f-402f-87b0-8ea9fac64b45
Styles & Variables Organizer,15.0,False,2333,34995.0,139567,3288,0,True,False,chenmu,2024-11-25,2026-09-16,"design,whiteboard",Apply styles and variables to all your designs with one click!,1503ee43-33f0-4496-a693-f7fe2684d035
"Print for Figma | CMYK, Bleed, Crop Marks, DPI",12.0,True,2183,26196.0,267191,3793,0,True,False,bk,2024-11-25,2026-07-05,"cooper,design","Print-ready CMYK PDF export from Figma - bleed, crop marks, ICC profiles & DPI",6b6dffe6-85c4-4b38-9dcd-3633d841016d
Noise,5.0,False,3481,17405.0,711009,10985,0,True,False,dustin,2024-11-25,2024-11-25,"design,whiteboard",Pixel perfect noise texture generation for Figma.,4e571dc6-b1e8-4803-b0d3-9e737854311b
Draw Connector,39.0,False,397,15483.0,128985,1250,0,True,False,yuanqing,2024-11-25,2024-11-25,design,Draw perfect orthogonal connectors between layers,4088b6ce-e40e-4dd1-8dc6-5aa2d2fe7b7d
Simpleflow — FigJam Connectors everywhere,10.0,False,1370,13700.0,112173,1890,0,True,False,lichin,2024-11-25,2025-08-17,"design,slides,whiteboard",🪄 Create flowcharts in Figma with native FigJam connectors — stay perfectly in sync as you design!,1967589d-29ea-4dc6-b6f9-990fa63af0f1
"Figma to Tailwind CSS Converter, Code Generator & Code Exporter for UI Development",49.0,False,171,8379.0,16898,371,0,True,False,keno_reloaded,2024-11-26,2026-03-15,design,"Convert Figma designs to clean Tailwind CSS, components, and semantic code in seconds.",ed62215f-d289-4959-9c52-14b3ee967b3a
GIF Export,10.0,False,741,7410.0,315390,2791,0,True,False,appcano,2024-11-25,2026-05-20,"cooper,design,slides,whiteboard",Export gifs or frames with gifs in them!,72113148-f79d-49d6-8af5-775d8e8eb2a1
JSON to Figma,17.0,False,364,6188.0,90981,944,0,True,False,PavelLaptev,2024-11-25,2026-01-30,design,"json, population, images",b8dee461-5116-4af9-a648-1328fd0b0ddb
Specs Classic,8.0,True,674,5392.0,139100,5560,0,True,False,directededges,2024-11-26,2026-06-24,design,"Generate component specs including anatomy, props and layout & spacing",cfb23bda-d3a1-4ac2-8783-fadbd15fe164
Propstar,7.0,False,719,5033.0,59731,2779,0,True,False,gusso,2024-11-25,2025-11-03,design,"Generate every possible instance for your components, all in a tidy labelled table.",7a42011e-5006-4607-9f64-d091af96c516
Color Overlay,10.0,False,481,4810.0,213325,1373,0,True,False,jaclyntan,2024-11-25,2026-08-12,"cooper,design,slides,whiteboard","Recolor raster images - overlay a flat color, knock out a color, or swap a color with another",3d85e14a-d6e6-49b9-9e0a-be1f657b72c7
Photos,25.0,False,179,4475.0,287529,1051,0,True,False,eminsinani,2024-11-25,2025-05-30,"design,slides,whiteboard","Search, generate and insert photos from various providers",b1419d8d-adef-4042-92d8-4b59e04317eb
"OlivePress - Image Compression and Export (JPEG, PNG, WebP and SVG)",95.0,False,35,3325.0,29299,249,0,True,False,alexjvale,2024-11-25,2024-12-21,design,"Compress and export JPEG, PNG, WebP, and SVG.",91b71c31-31d9-42ab-865b-b197cd4c074b
Variable Utilities,17.0,False,181,3077.0,9193,323,0,True,False,yuanqing,2024-11-26,2024-11-26,design,Supercharge your variable workflows,83ba9bfd-a998-4290-8cc8-8ed523e34e2e
ARC - Bend your type!,2.0,True,1526,3052.0,1105094,9128,0,True,False,unfold,2024-11-25,2024-11-25,design,"Curve your text upward, downward or into a circle",a12168d2-b7fd-476a-8010-c2a2f66a18a8
Variants Randomizer,27.0,False,111,2997.0,11239,212,0,True,False,PavelLaptev,2024-11-25,2025-01-17,design,For effortless variation!,fb80da49-c21a-4962-9caa-25538165487c
Figmap - Map maker,9.0,False,329,2961.0,260566,1565,0,True,False,joseluisgj,2024-11-25,2026-06-22,"design,whiteboard",Fully customisable styled maps and markers,beba37d4-f91b-4a44-a246-49d59a8bef13
Pixel Fine Converter — Import Adobe XD to Figma,29.0,False,96,2784.0,3298,46,0,True,False,yanch10,2026-02-21,2026-08-16,design,"Import Adobe XD to Figma — Auto Layout, components, variants, prototypes preserved. Free to try.",59b1981e-a88c-4bd9-8635-d35788bd2057
Translator,9.0,True,270,2430.0,86268,1018,0,True,False,dustin,2024-11-25,2024-11-25,"cooper,design,slides,whiteboard",Language superpowers for Figma.,b2bce2dc-ac14-42ed-a62e-ca5039e2a652
Variables Doc Designer,29.0,False,78,2262.0,3172,68,0,True,False,keno_reloaded,2024-11-26,2026-04-11,design,"Create and customize variable documentation with ease, keeping your documentation always up to date",fd2e7025-2cde-4384-8ed6-e9aa51510f88
FlyOver,10.0,False,162,1620.0,25477,545,0,True,False,eminsinani,2024-11-25,2024-11-25,"design,whiteboard",Present your design files with smooth animations,7d46ced1-5216-4077-b1b2-87c199281a0f
SkewDat,2.0,True,758,1516.0,638303,7241,0,True,False,unfold,2024-11-25,2025-01-17,design,Skew any layer or group with all layers preserved to edit.,7fa4738b-c9e7-4f7b-8b7c-e7c59eaec69d
TextFlex,3.0,False,504,1512.0,53902,408,0,True,False,jlewis,2024-11-26,2024-11-26,"design,whiteboard",Curve your text interactively in Figma and Figjam,080b9be8-b43d-4220-bf7c-3b830f4aaadf
Convert text to a circle,6.0,False,235,1410.0,77677,409,0,True,False,tommyjepsen,2024-11-26,2025-03-25,design,Take your text and curve it to any degree of a circle,467f51d2-4777-4c7d-9eff-6e56f5bf14cc
LottieToGIF,10.0,False,137,1370.0,16589,57,0,True,False,seth,2024-11-26,2025-03-12,design,Seamlessly convert your Lottie animations to GIFs without interrupting your workflow.,71d245b8-c3fc-4ce9-85a4-cc0d5cb56a54
Isometric & Perspective Toolkit,10.0,False,119,1190.0,380903,5604,0,True,False,appcano,2024-11-25,2026-03-31,design,"Quick apply a top, left or right perspective or using the modal to modify your layer.",10847e06-665b-487d-967e-7fb0c6763b03
PersonAI - User Persona Generator,6.0,False,187,1122.0,32590,337,0,True,False,clementdioulouf,2024-11-26,2024-11-26,design,Discover the secrets of your ideal customer and generate a persona in seconds.,7566dd2d-b413-426c-8316-48fe3786abac
Nisa Text,15.0,False,74,1110.0,92936,1432,0,True,False,gigantz,2024-11-25,2026-04-23,"design,slides,whiteboard",The powerful Figma plugin for text manipulation,f43e00a0-b2b6-4aec-9f9d-6be727e107d6
Wireframe Designer,5.0,True,206,1030.0,579003,5135,0,True,False,chenmu,2024-11-26,2026-09-16,"design,whiteboard",Generate wireframe mockups with AI at lightning speed.,cd856181-c401-41bd-8e78-b8736f7fca45
UI Table Builder,16.0,False,61,976.0,29637,292,0,True,False,keno_reloaded,2024-11-26,2026-07-18,"design,slides,whiteboard",Create beautiful UI tables with custom styles. Insert them in Figma or copy HTML & Tailwind CSS code,97c5319c-1669-4853-935c-d78a27133fe8
Pinner - Pinterest Importer,8.0,False,107,856.0,1912,18,0,True,False,azolla,2025-03-30,2026-06-16,"design,slides,whiteboard",Import and sync Pinterest like magic,0c8aafce-8b59-4c47-bb10-c235b6f20a56
Color Compass,12.0,False,69,828.0,93022,1621,0,True,False,jaclyntan,2024-11-25,2026-09-15,"cooper,design,slides,whiteboard",Quickly navigate the color spectrum with designer-focused accuracy.,109b3e72-d94f-419f-8c1f-c062cb6d0e5f
Font Replacer,4.0,True,204,816.0,264407,1540,0,True,False,font_replacer,2024-11-25,2026-03-26,"design,whiteboard",Replace all your fonts with just a few clicks.,b9388ff7-81fc-4dd8-b415-dca367a05693
Pixel Art Generator,24.0,False,33,792.0,24505,201,0,True,False,keno_reloaded,2024-11-30,2026-07-18,"design,slides,whiteboard","PixelArt Generator: Transform images, emojis, and creativity into pixel art—fully editable in Figma!",0940dc61-2f4a-4457-b969-dcaaffa5e4dc
"Chart Master 3001 - Bar, Line, Area, Candlestick, Pie, Donut, Radar Charts",15.0,False,52,780.0,56717,135,0,True,False,inovapp,2024-11-26,2025-09-19,design,Create any chart you want and insert it into your Figma file with easy!,6c3bb951-9f7e-46be-9fa2-45f8ba34dd4e
My Connector,9.0,False,82,738.0,14295,128,0,True,False,pnd_rchd,2024-11-26,2026-07-07,design,✨ Streamline User Flow and Diagram Creation with My Connector.,e2e3800e-46f5-4348-a8ee-17380760b84b
User Flows Magic,19.0,False,38,722.0,2341,36,0,True,False,uxrak,2025-01-31,2025-02-12,whiteboard,Generate user flows in seconds—seamlessly from GPT to Figma.,2cc5edb7-e6a2-4905-9d85-8edaa90eed8a
QR Code Gen Z - QR Code Generator,14.0,False,47,658.0,14146,166,0,True,False,keno_reloaded,2024-11-26,2026-07-18,"cooper,design,slides,whiteboard",QR Code Generator (Gen Z) allows you to create customized SVG QR codes with your company logo,322defeb-0eab-4e7f-9af2-0d2abe626a1c
Annotate it!,8.0,True,78,624.0,64942,1177,0,True,False,sonaliagrawal,2024-11-25,2024-11-25,design,Annotate it! makes it easy to annotate your wireframes and/or designs the smart way.,040f099b-c680-4e14-99be-dc615729978a
Fit Curve,3.0,False,193,579.0,17809,162,0,True,False,eteplus,2024-11-26,2024-11-26,design,Fit Curve helps to create curves with a smooth curvature in Figma,a7961fe8-941d-4e52-8f20-18ba0c8d2994
Glyph Explorer,15.0,False,38,570.0,5994,76,0,True,False,jaclyntan,2024-11-26,2026-09-10,"cooper,design,dev_handoff,slides,whiteboard","Filter, search, and view glyphs in a font and drop it into your design.",f6c0f7e4-80c1-4909-bf8d-ed49c2fa3f14
QR Code Generator,10.0,False,56,560.0,204081,2776,0,True,False,appcano,2024-11-22,2026-04-09,"design,whiteboard",Create and customize QR codes instantly,5b227227-6db7-45ae-9ce3-e849201aacb5
Ultimate GIF Maker - Free Unlimited Exports,5.0,False,112,560.0,14252,112,0,True,False,saranomy,2024-11-26,2026-04-23,design,Create animated GIFs from your frames and export it,aef820b2-fda6-4bb9-b4bb-f82c696c1d91
Copy Styles,3.0,False,174,522.0,8675,70,0,True,False,simonesalvucci_,2024-11-26,2024-11-26,design,Effortless Styles Transfer Between Figma Files,a98b1242-8848-4d3d-8935-7d9d1647bf68
Figma to React Bootstrap,16.0,False,27,432.0,4838,77,0,True,False,keno_reloaded,2024-11-26,2026-03-28,design,Convert Bootstrap 5 designs to React-Bootstrap components effortlessly. Design-to-code in 1 click!,4f2d2bc9-3717-4f18-95a9-5a3251066841
Input Fields,7.0,False,60,420.0,20577,49,0,True,False,ahmedmigo,2024-11-26,2024-11-26,design,Turn your text layers to input fields in prototype,d8cd6898-4ceb-49a8-a3df-c48987d0e156
SVG Patterns,16.0,False,23,368.0,28634,224,0,True,False,keno_reloaded,2024-11-26,2026-07-18,"cooper,design,slides,whiteboard",180+ Real SVG seamless patterns directly on your figma file,a665af07-6bf0-4883-b029-0da792fc6db2
Instancer - Bulk generate instances from a component,8.0,False,46,368.0,4189,201,0,True,False,beingmani97,2025-05-27,2025-05-27,"design,whiteboard",Generate all your component possibilities with ease,9a6c6c93-56c5-489c-bca6-1ee640ca999f
Iconiverse - SVG Icons,16.0,False,22,352.0,17267,52,0,True,False,keno_reloaded,2024-11-26,2026-07-18,"cooper,design,slides,whiteboard","A Universe of over 5400 customizable icons at your figmatips—edit stroke, color, and more!",7ad06288-c077-42da-b726-ca1dec1f162d
Repeater effect,4.0,False,79,316.0,10067,311,0,True,False,tommyjepsen,2024-11-26,2024-11-26,design,Create cool repeater / duplicater effects on your shapes and text,e4f46a54-32d3-4016-90d6-36cedec2f323
UI Color Palette /one・WCAG Color Palette Manager for Apps & Websites,5.0,True,63,315.0,95275,828,0,True,False,a_ng_d,2024-11-25,2026-05-06,"cooper,design,dev_handoff,whiteboard",Color Palettes that meet WCAG Guidelines and Operations (tailored for individuals),7080247c-9705-40a2-a0bd-d08cd408ac0a
Magnifier,5.0,False,63,315.0,2707,46,0,True,False,saranomy,2024-11-26,2026-04-29,design,Create magnifier effect to showcase your design,9bda9b83-e1f5-42e9-9296-ede0b9ce776e
3D Shape Generator,2.0,False,157,314.0,79247,414,0,True,False,bowtied,2024-11-26,2024-11-26,"design,whiteboard",Create 3D shapes directly inside your figma and figjam files,369764ae-3b28-424a-9de0-1e13ea5d4e5b
Translations for figma - Localization toolbox,5.0,False,62,310.0,38646,359,0,True,False,ffigmat,2024-11-25,2026-09-12,"cooper,design,dev_handoff,whiteboard","Translate, localize, and perfect design for multilingual audience - i18n, i10n",6c603d47-574f-4214-9aa2-6344d5444826
Tech Stack & Design Stack Icons,16.0,False,19,304.0,5265,89,0,True,False,keno_reloaded,2024-11-26,2026-03-01,"cooper,design,slides,whiteboard","69+ SVG icons for devs & designers: AI, frameworks, design tools, and more in light & dark mode",eb9d1094-bdcf-472b-adff-86fc5c3fdbfb
AutoHTML | Components to Code,6.0,True,46,276.0,198858,911,0,True,False,thomasdeser,2024-11-25,2025-06-23,"design,dev_handoff","React, Vue, Svelte, Angular, Tailwind, HTML & CSS Converter",446c7974-8263-40a2-bdd1-59ba1e7326bb
"Datapaw (Google Sheets, JSON, API, String, Currency, Number, AI, Fake Data, and more)",10.0,False,21,210.0,643,42,0,True,False,afnizarnur,2024-11-26,2025-12-17,design,"Generate realistic data exactly how you want it. From AI, Google Sheets, JSON, API, and more.",f4cf9068-698b-4fdd-8499-79552b035d66
